Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Insect Warrior,TTMT,Teenage Mutant Ninja Turtles Tokens,4,normal,common,1,111585,86e41be4-d555-4e35-b9b0-1e937ac5edce,,false,false,near_mint,en,USD
Robot,TTMT,Teenage Mutant Ninja Turtles Tokens,10,normal,common,6,111551,08497fc5-1c0e-4c3c-a356-bf4b34bd4c45,,false,false,near_mint,en,USD
Ninja,TTMT,Teenage Mutant Ninja Turtles Tokens,5,normal,common,4,111593,a7b76498-d696-40d1-b7c7-91657525b44f,,false,false,near_mint,en,USD
Call the Skybreaker,NCC,New Capenna Commander,333,normal,rare,1,68449,e52586f2-dcf2-4605-b354-3ab441a43638,0.49,false,false,near_mint,es,USD
Hypothesizzle,OTP,Breaking News,48,normal,uncommon,1,93142,4448d31e-faf4-4281-af48-4f638b939a62,0.35,false,false,near_mint,en,USD
Hypersonic Dragon,PRTR,Return to Ravnica Promos,170★,foil,rare,2,17426,ba617296-3cce-4933-8939-dde6445225e2,0.59,false,false,near_mint,es,USD
Abzan Charm,DMC,Dominaria United Commander,138,normal,uncommon,4,71735,bd5b386e-e71e-492d-8456-6cd178ef5b3d,0.35,false,false,near_mint,es,USD
Sultai Charm,DMC,Dominaria United Commander,168,normal,uncommon,4,71535,72af6c1f-33a0-4e02-95b7-74ecaa6a6d87,0.35,false,false,near_mint,es,USD
Fusion Elemental,DMC,Dominaria United Commander,150,normal,uncommon,1,71760,c8ab1550-0cd3-4dc9-82c2-121615f2ceee,0.35,false,false,near_mint,es,USD
Duneblast,DMC,Dominaria United Commander,148,normal,rare,2,71424,4a38e37b-d458-402a-8b36-13a0e0a115ce,0.49,false,false,near_mint,es,USD
Cruel Ultimatum,OTP,Breaking News,40,normal,rare,1,93162,539e00a6-6cb0-4960-8a45-52d70b575f5a,0.49,false,false,near_mint,es,USD
Zombie Mutant,TPIP,Fallout Tokens,7,normal,common,2,92628,ba45bc9c-8257-43f8-9ba1-116b9fea90f4,0.35,false,false,near_mint,en,USD
Orc Army,TLTR,Tales of Middle-earth Tokens,5,normal,common,3,82965,2f8b43e8-dd89-452e-b572-8559e19fdea2,0.35,false,false,near_mint,en,USD
Merfolk,TLCC,The Lost Caverns of Ixalan Commander Tokens,3,normal,common,7,88520,5b551cd5-430f-4ff8-9aae-b0614eae7baa,0.35,false,false,near_mint,en,USD
Rat,TGTC,Gatecrash Tokens,2,normal,common,2,16830,f1fb8ca6-7351-457a-b2a4-48f57ec3c64a,2.29,false,false,near_mint,en,USD
Shapeshifter,TC18,Commander 2018 Tokens,2,normal,common,2,534,d01a5225-4a61-4fa3-b38b-452606140781,0.69,false,false,near_mint,en,USD
Treasure,TMOM,March of the Machine Tokens,20,normal,common,2,81791,86e82686-0574-4fb3-8c3b-c6dbe3b24c8d,0.35,false,false,near_mint,en,USD
Saproling,TDDH,Duel Decks: Ajani vs. Nicol Bolas Tokens,2,normal,common,2,18910,4fb8f4f1-6372-41ea-802c-4b952a78a08b,0.69,false,false,near_mint,en,USD
Knight,TCMM,Commander Masters Tokens,7,normal,common,8,84269,3df61c33-38b3-4549-9e5d-ae1b5c1afd62,0.35,false,false,near_mint,en,USD
Worm,T2X2,Double Masters 2022 Tokens,20,normal,common,2,70536,d8b71ab8-7f94-4cd9-9a15-0c2291e17b47,0.35,false,false,near_mint,en,USD
Aven Initiate,T2X2,Double Masters 2022 Tokens,4,normal,common,2,70066,12feaabf-7b3e-4cef-8d45-1b9bbe2baaf6,0.35,false,false,near_mint,en,USD
Clown Robot,TUNF,Unfinity Tokens,2,normal,common,2,73361,54d001ca-285e-4033-9d97-0a1db3a8ec7b,0.39,false,false,near_mint,en,USD
Clown Robot,TUNF,Unfinity Tokens,3,normal,common,3,73366,7fcd324b-8325-40f3-8a02-b84102cc63ab,0.39,false,false,near_mint,en,USD
Soldier,TDMU,Dominaria United Tokens,4,normal,common,3,71599,8c4b0257-2ca5-4015-9d63-d7cf6e87ab9d,0.35,false,false,near_mint,en,USD
Soldier,TONC,Phyrexia: All Will Be One Commander Tokens,7,normal,common,2,79040,461532a6-ef9c-4a9b-9815-3b5158ada976,0.49,false,false,near_mint,en,USD
The Ring // The Ring Tempts You,TLTR,Tales of Middle-earth Tokens,H13,normal,common,6,82677,7215460e-8c06-47d0-94e5-d1832d0218af,0.35,false,false,near_mint,en,USD
Human,TLTC,Tales of Middle-earth Commander Tokens,4,normal,common,4,83155,68264336-6bfb-44d9-86f5-86ef6433bc2f,0.35,false,false,near_mint,en,USD
Human Soldier,TLTR,Tales of Middle-earth Tokens,1,normal,common,2,83561,dbab4309-daca-42d9-ad0b-0457717c4503,0.59,false,false,near_mint,en,USD
Cat,TDMR,Dominaria Remastered Tokens,8,normal,common,3,78353,07b58d5f-8a9f-4fd6-83d6-efe3a92e89b2,0.35,false,false,near_mint,en,USD
Fungus,TLCI,The Lost Caverns of Ixalan Tokens,7,normal,common,5,88599,73ff66e3-ea24-4542-887f-c41abb1759e6,0.59,false,false,near_mint,en,USD
Eldrazi Spawn,TC17,Commander 2017 Tokens,11,normal,common,6,4135,1feaa879-ceb3-4b20-8021-ae41d8be9005,1.49,false,false,near_mint,en,USD
Treasure,TPIP,Fallout Tokens,18,normal,common,2,92722,cf0d0741-028f-481b-8982-55f36304c343,0.35,false,false,near_mint,en,USD
Human Soldier,TLTR,Tales of Middle-earth Tokens,2,normal,common,2,83655,f6df0025-8f6a-43e1-8f07-36f18da3a485,0.79,false,false,near_mint,en,USD
Treasure,TLTR,Tales of Middle-earth Tokens,12,normal,common,2,83044,46a2c363-c879-4c36-b08a-dd57e3da19ae,0.39,false,false,near_mint,en,USD
Eldrazi Spawn,TPCA,Planechase Anthology Tokens,4,normal,common,4,6521,e7a55908-ad02-43f4-8968-cd5598cb05c6,2.79,false,false,near_mint,en,USD
Bird,TMOC,March of the Machine Commander Tokens,5,normal,common,2,81608,38476293-627e-44e6-a83e-24aaf3de8e9a,0.59,false,false,near_mint,en,USD
Elemental,TZEN,Zendikar Tokens,8,normal,common,2,22627,f9e12780-9c25-4cb0-b1ff-a36ca50b19d8,0.35,false,false,near_mint,en,USD
Enthusiastic Mechanaut,EOC,Edge of Eternities Commander,114,normal,uncommon,2,107357,fbfcbfed-74c7-4b1e-897c-44f25e45a4a5,0.39,false,false,near_mint,en,USD
Abzan Charm,DMC,Dominaria United Commander,138,normal,uncommon,3,71735,bd5b386e-e71e-492d-8456-6cd178ef5b3d,0.35,false,false,near_mint,en,USD
Naya Charm,DMC,Dominaria United Commander,162,normal,uncommon,3,71769,ce1d6f9b-2ca8-48b8-b4a6-46a61c7c3905,0.35,false,false,near_mint,es,USD
Monk,TTLA,Avatar: The Last Airbender Tokens,10,normal,common,3,109990,e49c80ac-5c90-4fd2-ad40-cc77af160f64,,false,false,near_mint,en,USD
Goat,TTDC,Tarkir: Dragonstorm Commander Tokens,4,normal,common,6,104784,878dd055-646a-4552-a316-8f71226258d4,,false,false,near_mint,en,USD
Clue,TTLA,Avatar: The Last Airbender Tokens,14,normal,common,3,109966,82016bc3-8905-454a-b4aa-b9eac69d42c4,,false,false,near_mint,en,USD
Ally,TTLA,Avatar: The Last Airbender Tokens,5,normal,common,4,109982,cae9c13e-fda2-4591-bd52-888d12194e4d,,false,false,near_mint,en,USD
Clue,TTLA,Avatar: The Last Airbender Tokens,18,normal,common,2,109970,8db9a248-d380-48e9-850c-38b2907332c1,,false,false,near_mint,en,USD
Ally,TTLA,Avatar: The Last Airbender Tokens,7,normal,common,3,109979,b52bae4c-3831-442a-a944-b1f3548dbd39,,false,false,near_mint,en,USD
Ally,TTLA,Avatar: The Last Airbender Tokens,4,normal,common,5,109995,f842c52a-04b6-4625-ba58-45b043ada340,,false,false,near_mint,en,USD
Clue,TTLA,Avatar: The Last Airbender Tokens,15,normal,common,5,109945,33648889-2715-40f0-81fa-b6571d0bb0c9,,false,false,near_mint,en,USD
Soldier,TTLA,Avatar: The Last Airbender Tokens,11,normal,common,5,109940,2de43b03-9ac5-4292-ab29-2dc6210ef3d9,,false,false,near_mint,en,USD
Hero,TFIN,Final Fantasy Tokens,4,normal,common,3,106091,a257329e-28b9-4ab6-ae05-f6ce0070cb35,,false,false,near_mint,en,USD
Wizard,TFIN,Final Fantasy Tokens,15,normal,common,5,106211,e27f28ec-d5e7-4415-96cc-b666cdecae08,,false,false,near_mint,en,USD
Bird,TFIN,Final Fantasy Tokens,17,normal,common,3,106722,8632216a-33c3-4d16-bf25-42e41af53986,,false,false,near_mint,en,USD
Human Soldier,TEOE,Edge of Eternities Tokens,2,normal,common,10,107728,631c2c16-132d-4607-ab7e-207a6af188e5,,false,false,near_mint,en,USD
Lander,TEOE,Edge of Eternities Tokens,7,normal,common,8,107768,c1d0baf8-db86-4a98-84fa-43aa32e0980f,,false,false,near_mint,en,USD
Lander,TEOE,Edge of Eternities Tokens,5,normal,common,8,107761,ba3b3b34-0ffa-41a4-8529-7b9d2946a1ac,,false,false,near_mint,en,USD
Robot,TEOE,Edge of Eternities Tokens,10,normal,common,31,107769,c46f9a07-005c-44b7-8057-b2f00b274dd6,,false,false,near_mint,en,USD
Drone,TEOE,Edge of Eternities Tokens,3,normal,common,11,107712,3fcf8950-117a-4587-8522-79001dffa500,,false,false,near_mint,en,USD
Ballistic Boulder,TTLA,Avatar: The Last Airbender Tokens,13,normal,common,3,109930,0b1b8ff0-0b1e-4a55-a937-fde7ec15c41a,,false,false,near_mint,en,USD
Treasure,TFIN,Final Fantasy Tokens,23,normal,common,3,106110,ab0cda01-10b5-4a1b-b2bb-ad8bb296590f,,false,false,near_mint,en,USD
Hero,TFIN,Final Fantasy Tokens,2,normal,common,2,106175,d0657ce1-bf75-4007-ac1b-0623eb263357,,false,false,near_mint,en,USD
Hero,TFIN,Final Fantasy Tokens,7,normal,common,3,106160,c82c74c1-fb73-4d4d-808e-2f4d7b97c97d,,false,false,near_mint,en,USD
Robot Warrior,TFIN,Final Fantasy Tokens,12,normal,common,2,106727,c2b4e93b-6b27-4dd3-a6dd-a75d6fab14dc,,false,false,near_mint,en,USD
Beast,TBLC,Bloomburrow Commander Tokens,24,normal,common,2,96481,d93d0098-2147-4e84-af15-91dec8b98d21,,false,false,near_mint,en,USD
Zombie,TINR,Innistrad Remastered Tokens,10,normal,common,7,102819,e6474e0d-a3ca-439f-b9b8-82022c59ff14,,false,false,near_mint,en,USD
Spider,TSPM,Marvel's Spider-Man Tokens,3,normal,common,9,108635,4a40f6e1-3545-4503-af3e-f0acfb735e3a,,false,false,near_mint,en,USD
Illusion Villain,TSPM,Marvel's Spider-Man Tokens,2,normal,common,6,108672,f67d6b6d-c57e-431f-ae80-a9658d628827,,false,false,near_mint,en,USD
Food,TSPM,Marvel's Spider-Man Tokens,5,normal,common,8,108616,0fb2c5a4-859e-40ac-8091-7ba44f57b878,,false,false,near_mint,en,USD
Robot,TSPM,Marvel's Spider-Man Tokens,6,normal,common,8,108618,15796c4b-6041-4e0a-bc4f-0518d165549e,,false,false,near_mint,en,USD
Pest,TEOC,Edge of Eternities Commander Tokens,9,normal,common,2,107168,cf9587a6-7497-4f49-a5d0-a19fdfd969aa,,false,false,near_mint,ja,USD
Spider,TINR,Innistrad Remastered Tokens,16,normal,common,2,102489,362fb82b-d1ea-471f-be0a-cc2c0c600fd1,,false,false,near_mint,en,USD
Soldier,TFDN,Foundations Tokens,6,normal,common,2,101597,d093322e-a717-4e2d-8199-fa560792bcf6,,false,false,near_mint,en,USD
Gnome,TEOC,Edge of Eternities Commander Tokens,11,normal,common,3,107344,e32673cc-bec9-49b3-bc34-e2b3982ca245,,false,false,near_mint,en,USD
Hero,TFIN,Final Fantasy Tokens,3,normal,common,3,105882,3308e4bf-950f-4b83-969a-2a95f077552f,,false,false,near_mint,en,USD
Knight,TFIN,Final Fantasy Tokens,10,normal,common,2,106726,a7758a0b-9e85-4b4a-bf1c-ffcc6761dbad,,false,false,near_mint,en,USD
Elk,TECL,Lorwyn Eclipsed Tokens,2,normal,common,2,110844,cf36b5f2-e699-41c0-ae89-23cd9c414b54,,false,false,near_mint,en,USD
Lander,TEOE,Edge of Eternities Tokens,4,normal,common,7,107755,b25a7de0-0d5d-4b7a-a1bf-7483fa51392a,,false,false,near_mint,en,USD
Beast,TTDC,Tarkir: Dragonstorm Commander Tokens,20,normal,common,2,105045,f0aba72c-4dd1-47e5-a447-e074d0ab4ba1,,false,false,near_mint,en,USD
Faerie,TECL,Lorwyn Eclipsed Tokens,5,normal,common,6,110674,01524db2-c96f-4902-8394-bc7a7128e573,,false,false,near_mint,en,USD
Goblin,TECL,Lorwyn Eclipsed Tokens,6,normal,common,9,110758,6139a45d-ebc7-4bca-8c13-73c85ea5fe0d,,false,false,near_mint,en,USD
Worm,TECL,Lorwyn Eclipsed Tokens,9,normal,common,4,110823,b3c0ff23-6c20-4637-99d6-6cbca26d75ba,,false,false,near_mint,en,USD
Bird,TBLC,Bloomburrow Commander Tokens,3,normal,common,3,96338,72328455-560b-4ead-98bb-3c71b1e8baac,,false,false,near_mint,en,USD
Saproling,TECC,Lorwyn Eclipsed Commander Tokens,7,normal,common,2,110716,34032448-fe31-44c7-845c-37fea0b8e762,,false,false,near_mint,en,USD
Elf,TECL,Lorwyn Eclipsed Tokens,4,normal,common,19,110725,39b36f22-21f9-44fe-8a49-bdc859503342,,false,false,near_mint,en,USD
Food,TFIN,Final Fantasy Tokens,22,normal,common,2,103784,4853f6f5-476d-4109-a1c6-f98f4d332db3,,false,false,near_mint,en,USD
Lander,TEOE,Edge of Eternities Tokens,8,normal,common,11,107081,85ef1950-219f-401b-8ff5-914f9aaec122,,false,false,near_mint,en,USD
Munitions,TEOE,Edge of Eternities Tokens,9,normal,common,7,107751,a16f931a-9fa3-45b1-8d54-04b6b5bf7b71,,false,false,near_mint,en,USD
Treasure,TECL,Lorwyn Eclipsed Tokens,10,normal,common,11,110812,ac4384b7-853c-417d-b3b4-f54cd0b5d361,,false,false,near_mint,en,USD
Kithkin,TECL,Lorwyn Eclipsed Tokens,7,normal,common,17,110711,2ed11e1b-2289-48d2-8d96-ee7e590ecfd4,,false,false,near_mint,en,USD
Treasure,TTDM,Tarkir: Dragonstorm Tokens,16,normal,common,3,104831,9c8f66e1-4eab-4d51-b10e-9cedd607d709,,false,false,near_mint,en,USD
Glimmer,TDSK,Duskmourn: House of Horror Tokens,4,normal,common,2,98968,475c7449-2c95-4873-94de-68a5e06cdfb8,,false,false,near_mint,en,USD
Manifest,TDSK,Duskmourn: House of Horror Tokens,18,normal,common,3,98602,01104ab1-84e1-4c78-853d-637c6554bdf9,,false,false,near_mint,en,USD
Merfolk,TECL,Lorwyn Eclipsed Tokens,8,normal,common,13,110744,4c5ad4e1-b489-4023-88ab-1200c5f26ffc,,false,false,near_mint,en,USD
Warrior,TTDM,Tarkir: Dragonstorm Tokens,13,normal,common,2,104765,7edc0515-a130-45a7-aa09-0e23bba41587,,false,false,near_mint,en,USD
Goblin,TTDM,Tarkir: Dragonstorm Tokens,12,normal,common,2,105012,e265ca24-96c0-4654-a8f3-bbffe288970a,,false,false,near_mint,en,USD
Beast,TFDN,Foundations Tokens,33,normal,common,3,101485,21bd6fb3-f60c-49cc-8854-6a20a1e1d9c7,,false,false,near_mint,en,USD
